State Name,Division Name,SchemeId,Scheme Name,Estimated cost (in lakhs) as per work order,Sanction Year,SLSSC/ DWSSM meeting date (dd/mm/yyyy),Work order date (dd/mm/yyyy),Physical completion date,Tentative completion date,Derived estimated cost  (in lakhs),Total_inadmissible_cost  (in lakhs),Derived estimated cost after removing inadmisible cost loaded on JJM  (in lakhs),Total expenditure (in lakhs),Total central expenditure (in lakhs),Total expenditure (in lakhs) on or after 2019-20,Total central expenditure (in lakhs) on or after 2019-20,Status Of Completion,Category,Village Scheme Type,FHTCS planned,FHTCS provided,Source of Scheme,Un-verified status,Main Schemes Funded From,Type of scheme,In-village infrastructure cost (in lakhs) (After financial authentication),Central share cost (in lakhs) (After financial authentication),Community contribution (in lakhs) (After financial authentication),Physical completion progress (In percentage),Physical Work Status,Last FHTC reported Month,Last FHTC reported Year,Last Expenditure reported Month,Last Expenditure reported Year,Updated On
madhya pradesh,e.e. phed division jabalpur,30077103.0,magarmuha retro,135.415,2020-2021,12-08-2020,22-07-2022,not provided,31-03-2025,135.415,0.0,135.415,128.34321,60.937,128.34321,60.937,ongoing,retrofit/ augmentation,svs,350.0,362.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,135.415,60.937,13.541,60.0,ongoing but physically not completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division gwalior,8358683.0,govt.girls primary school banwar,1.72,2021-2022,21-12-2020,01-04-2021,06-03-2023,31-08-2023,1.72,0.0,1.72,1.57,0.83,1.57,0.83,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.86,0.0,100.0,physically completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division sheopur,8327118.0,lakhanpura anganwadi,2.025,2021-2022,22-02-2021,03-05-2021,not provided,31-07-2021,2.025,0.0,2.025,2.025,1.0125,2.025,1.0125,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.012,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division sardarpur,8358835.0,b7 combined wss for school aanganwadi jjm,42.46,2020-2021,22-01-2021,06-07-2021,not provided,31-12-2025,42.46,0.0,42.46,31.53049,15.51524,31.53049,15.51524,ongoing,new pws scheme,mvs,1.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,21.23,0.0,80.0,ongoing but physically not completed,not provided,not specified,not provided,2025.0,23-04-2025
madhya pradesh,gwalior (e&m) division,8361591.0,mahidpur mech,14.2,2020-2021,11-02-2021,02-03-2021,30-04-2023,28-06-2024,14.2,0.0,14.2,11.21753,6.0036,11.21753,6.0036,ongoing,new pws scheme,svs,49.0,49.0,ground water based,not specified,jjm-pws,pws schemes,14.2,6.39,1.42,100.0,physically completed,not provided,2022.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division chhatarpur,8350986.0,phutwari,1.23,2021-2022,12-03-2021,04-04-2021,not provided,22-12-2022,1.23,0.0,1.23,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.615,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30249223.0,pipariya fatepur_ps,2.4,2020-2021,20-01-2021,09-12-2022,11-11-2024,13-11-2024,2.4,0.0,2.4,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.2,0.0,100.0,physically completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,indore (e&m) division,30074654.0,jamniya and bardipura pwss,132.5068,2022-2023,01-01-2022,01-04-2022,08-01-2024,31-12-2025,132.5068,0.0,132.5068,76.60815,38.30408,76.60815,38.30408,ongoing,new pws scheme,mvs,161.0,35.0,ground water based,not specified,jjm-pws,pws schemes,66.253,62.941,6.625,100.0,physically completed,not provided,2022.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division dewas,8152571.0,kawadi retro pwss,73.75,2020-2021,08-07-2020,01-12-2020,30-04-2022,31-12-2024,73.75,0.0,73.75,73.64842,19.2801,73.64842,19.2801,ongoing,retrofit/ augmentation,svs,290.0,35.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,73.75,33.188,7.375,100.0,physically completed,not provided,2022.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division parasia,30247807.0,fansidhana school anganwadi jjm scheme,2.78,2022-2023,07-12-2022,24-05-2023,not provided,30-11-2023,2.78,0.0,2.78,2.78,1.39,2.78,1.39,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.39,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed divivsion betul,30052956.0,"wadali jjm.,.",69.73,2020-2021,12-08-2021,31-12-2021,not provided,30-04-2025,69.73,0.0,69.73,57.50454,27.71833,57.50454,27.71833,ongoing,new pws scheme,svs,36.0,0.0,ground water based,not specified,jjm-pws,pws schemes,69.73,33.122,3.487,0.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division morena,30232084.0,amleda jjm morena pwss,16.4935,2021-2022,13-07-2021,16-01-2023,not provided,31-01-2025,16.4935,0.0,16.4935,13.95298,6.97649,13.95298,6.97649,ongoing,new pws scheme,svs,61.0,56.0,ground water based,not specified,jjm-pws,pws schemes,16.494,7.422,1.649,0.0,ongoing but physically not completed,not provided,2025.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division barwani,30251500.0,sirwel sch/anw scheme,24.85,2020-2021,22-02-2021,11-06-2021,not provided,31-12-2025,24.85,0.0,24.85,2.0,0.0,2.0,0.0,ongoing,new pws scheme,svs,11.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,12.425,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8356697.0,baraytha jjm pwss,65.91,2021-2022,06-02-2021,17-06-2021,28-03-2023,31-07-2025,65.91,0.0,65.91,46.24177,23.14769,46.24177,23.14769,ongoing,new pws scheme,svs,13.0,238.0,ground water based,not specified,jjm-pws,pws schemes,65.91,29.659,6.591,100.0,physically completed,not provided,2024.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division khargone,8258191.0,1050_schoo_ang,39.75,2020-2021,29-12-2020,07-01-2021,not provided,31-07-2025,39.75,0.0,39.75,27.83131,14.84843,27.83131,14.84843,ongoing,new pws scheme,mvs,0.0,228.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,19.875,0.0,10.0,ongoing but physically not completed,not provided,2025.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed divivsion hoshangabad,7747398.0,jamani pwss  (odf),153.32,2017-2018,17-06-2017,15-10-2017,31-03-2020,31-03-2020,53.21011,0.0,53.21011,70.17782,36.56508,53.21011,26.60505,financially completed,new pws scheme,svs,101.0,342.0,ground water based,not specified,nrdwp,ongoing and not taken for retrofit & augmentation (nrdwp schemes where expenditure booked since launch of jjm),0.0,0.0,0.0,100.0,physically completed,not provided,2022.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division parasia,30236528.0,marka pathar jjm scheme,20.78,2023-2024,20-04-2023,24-01-2024,not provided,31-12-2025,20.78,0.0,20.78,0.51143,0.0,0.51143,0.0,ongoing,new pws scheme,svs,65.0,0.0,ground water based,not specified,jjm-pws,pws schemes,0.0,10.39,0.0,10.0,ongoing but physically not completed,not provided,not specified,not provided,2025.0,23-04-2025
madhya pradesh,indore (e&m) division,8355715.0,pwss stand alone (mech) vill. gothaniyakalan block petlawad,15.4,2020-2021,24-12-2020,22-02-2021,22-12-2023,25-09-2025,15.4,0.0,15.4,13.71207,5.87377,13.71207,5.87377,ongoing,new pws scheme,svs,27.0,28.0,ground water based,not specified,jjm-pws,pws schemes,15.4,7.315,0.77,100.0,physically completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division rewa,8334755.0,sitalaha (retrofit ) pwss,87.26,2020-2021,22-07-2020,15-04-2021,not provided,31-12-2025,87.26,0.0,87.26,87.25646,43.62823,87.25646,43.62823,ongoing,retrofit/ augmentation,svs,382.0,210.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,87.26,39.267,8.726,79.0,ongoing but physically not completed,not provided,2022.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30249298.0,halalkala_ps,2.4,2020-2021,20-01-2021,09-12-2022,06-11-2024,07-11-2024,2.4,0.0,2.4,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.2,0.0,100.0,physically completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed divivsion hoshangabad,30072946.0,new pwss amgaon,71.5,2021-2022,02-11-2021,10-10-2022,not provided,31-12-2025,71.5,0.0,71.5,26.61019,8.0038,26.61019,8.0038,ongoing,new pws scheme,svs,211.0,125.0,ground water based,not specified,jjm-pws,pws schemes,71.5,32.175,7.15,70.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30250681.0,lonadehi_hs,1.81,2020-2021,20-01-2021,22-03-2023,not provided,not provided,1.81,0.0,1.81,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.905,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,bhopal (e&m) division,8350831.0,bhaldehi jjm mech,13.91,2020-2021,08-01-2021,17-02-2021,31-05-2023,14-01-2025,13.91,0.0,13.91,9.14817,6.35791,9.14817,6.35791,ongoing,new pws scheme,svs,17.0,11.0,ground water based,not specified,jjm-pws,pws schemes,13.91,6.26,1.391,100.0,physically completed,not provided,2022.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8385693.0,aamliyahat school,1.53,2021-2022,31-03-2021,06-04-2021,21-03-2023,31-03-2023,1.53,0.0,1.53,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.765,0.0,100.0,physically completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed divivsion raisen,7822897.0,arjani pwss (odf),29.22,2018-2019,12-06-2018,12-06-2018,30-06-2021,15-11-2024,29.0,0.0,29.0,29.0,15.0,29.0,15.0,ongoing,new pws scheme,svs,80.0,71.0,ground water based,not specified,nrdwp,ongoing and not taken for retrofit & augmentation (nrdwp schemes where expenditure booked since launch of jjm),0.0,0.0,0.0,100.0,physically completed,not provided,2024.0,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed divivsion hoshangabad,30072782.0,new pwss barodiya khurd,29.6,2022-2023,04-01-2022,10-10-2022,not provided,30-09-2024,29.6,0.0,29.6,13.66264,6.83132,13.66264,6.83132,ongoing,new pws scheme,svs,97.0,2.0,ground water based,not specified,jjm-pws,pws schemes,29.6,13.32,2.96,45.0,ongoing but physically not completed,not provided,2024.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division gwalior,8353541.0,jhankari primary school,1.72,2021-2022,21-12-2020,01-04-2021,04-03-2023,05-03-2023,1.72,0.0,1.72,1.0,0.5,1.0,0.5,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.86,0.0,100.0,physically completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division khargone,8017602.0,sangavi (kham)_pwss_retro,17.69,2020-2021,01-04-2020,01-04-2020,19-05-2023,31-12-2025,17.69,0.0,17.69,16.84895,7.19042,16.84895,7.19042,ongoing,retrofit/ augmentation,svs,96.0,81.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,17.69,8.402,0.885,100.0,physically completed,not provided,2022.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division parasia,30247112.0,kari dongri school aanganwadi jjm scheme,1.43,2020-2021,06-01-2021,17-03-2023,not provided,17-06-2023,1.43,0.0,1.43,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.715,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,indore (e&m) division,8362736.0,chhediyapipal(uparlapura)(m),19.99,2020-2021,20-01-2021,27-05-2021,not provided,31-12-2025,19.99,0.0,19.99,15.52953,7.76476,15.52953,7.76476,ongoing,new pws scheme,svs,24.0,24.0,ground water based,not specified,jjm-pws,pws schemes,19.99,8.995,1.999,0.0,ongoing but physically not completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,ujjain (e&m) division,8226137.0,sawalpura pwss (m),14.93,2020-2021,29-12-2020,26-02-2021,19-06-2023,27-06-2024,14.93,0.0,14.93,9.65538,4.95547,9.65538,4.95547,ongoing,new pws scheme,svs,29.0,22.0,ground water based,not specified,jjm-pws,pws schemes,14.93,6.718,1.493,100.0,physically completed,not provided,2022.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division khargone,8367777.0,lohari and sadhupura_retro,81.43,2021-2022,19-08-2021,11-06-2021,19-05-2023,31-12-2025,81.43,0.0,81.43,71.6605,36.49601,71.6605,36.49601,ongoing,retrofit/ augmentation,mvs,262.0,108.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,81.43,36.644,8.143,100.0,physically completed,not provided,2023.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30249243.0,siras_an.,2.4,2020-2021,20-01-2021,09-12-2022,11-11-2024,12-11-2024,2.4,0.0,2.4,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.2,0.0,100.0,physically completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division chhatarpur,8385132.0,majhora aganwadi,2.29,2021-2022,12-03-2021,01-04-2021,not provided,16-04-2024,2.29,0.0,2.29,0.9,0.45,0.9,0.45,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.145,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division sheopur,8221396.0,samarsa anganwadi,0.88,2020-2021,22-02-2021,08-03-2021,not provided,31-08-2021,0.88,0.0,0.88,0.87,0.42,0.87,0.42,ongoing,new pws scheme,svs,8.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.44,0.0,54.0,ongoing but physically not completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed divivsion harda,8350479.0,school aaganwadi jjm choukdi,4.76,2020-2021,23-01-2021,24-06-2021,31-05-2023,31-12-2024,4.76,0.0,4.76,4.0,2.0,4.0,2.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,2.38,0.0,100.0,physically completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division gwalior,8367525.0,anganwadi kendra sakatpura,1.66,2021-2022,21-12-2020,01-04-2021,06-03-2023,07-03-2023,1.66,0.0,1.66,1.66,0.645,1.66,0.645,financially completed,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.83,0.0,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed divivsion indore,7767195.0,gawlipalasiya augmentation,256.65,2017-2018,12-06-2018,12-06-2018,31-03-2019,31-12-2024,120.14383,0.0,120.14383,221.27912,121.07191,120.14383,60.07191,financially completed,retrofit/ augmentation,svs,2118.0,2100.0,ground water based,not specified,nrdwp,ongoing and not taken for retrofit & augmentation (nrdwp schemes where expenditure booked since launch of jjm),0.0,0.0,0.0,100.0,physically completed,not provided,2023.0,not provided,2020.0,23-04-2025
madhya pradesh,e.e. phed division parasia,30247755.0,govt. hs sidholi school anganwadi jjm scheme,2.78,2022-2023,07-12-2022,24-05-2023,not provided,30-04-2024,2.78,0.0,2.78,2.78,1.39,2.78,1.39,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.39,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division singrouli,8338881.0,padri kalan,27.1,2020-2021,15-10-2020,17-12-2020,not provided,31-05-2025,27.1,0.0,27.1,23.55744,9.30372,23.55744,9.30372,ongoing,retrofit/ augmentation,svs,77.0,70.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,27.1,12.195,2.71,80.0,ongoing but physically not completed,not provided,2022.0,not provided,2025.0,23-04-2025
madhya pradesh,bhopal (e&m) division,30003092.0,mahua khera jjm mech,12.52,2020-2021,01-02-2021,06-09-2021,21-05-2023,31-07-2024,12.52,0.0,12.52,8.33733,4.16867,8.33733,4.16867,ongoing,new pws scheme,svs,18.0,15.0,ground water based,not specified,jjm-pws,pws schemes,12.52,5.634,1.252,100.0,physically completed,not provided,2022.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division sidhi,30139005.0,bharatpur retro pwss,96.33,2021-2022,17-07-2021,31-08-2022,not provided,30-12-2024,96.33,0.0,96.33,72.189,36.0945,72.189,36.0945,ongoing,retrofit/ augmentation,svs,158.0,115.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,96.33,43.349,9.633,10.0,ongoing but physically not completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion indore,7715035.0,hasnabad  pwss (odf),76.49,2017-2018,08-07-2020,01-04-2017,06-11-2024,31-12-2024,69.00378,0.0,69.00378,58.63315,18.7891,51.14693,18.7891,ongoing,retrofit/ augmentation,svs,308.0,228.0,ground water based,not specified,nrdwp,ongoing and subsumed for retrofit & augmentation,76.49,34.42,7.649,100.0,physically completed,not provided,2024.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8359519.0,gulawta higer secondary school,2.23,2021-2022,31-03-2021,06-04-2021,not provided,30-10-2022,2.23,0.0,2.23,2.2295,1.115,2.2295,1.115,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.115,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed divivsion bhopal,8321989.0,khejra kalyanpur   ms,2.34,2020-2021,30-12-2020,18-06-2021,23-08-2024,31-10-2024,2.34,0.0,2.34,2.34,1.17,2.34,1.17,financially completed,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.17,0.0,100.0,physically completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8357513.0,aankhedi kalan middle school,1.53,2021-2022,31-03-2021,06-04-2021,not provided,30-08-2022,1.53,0.0,1.53,2.1874,1.0937,2.1874,1.0937,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.765,0.0,25.0,ongoing but physically not completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed divivsion betul,30234201.0,labada raiyat jjm,43.83,2022-2023,27-02-2023,08-08-2023,not provided,31-12-2025,43.83,0.0,43.83,28.44681,10.02031,28.44681,10.02031,ongoing,new pws scheme,svs,74.0,74.0,bulk water based,not specified,jjm-pws,pws schemes,43.83,20.819,2.192,0.0,ongoing but physically not completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division sheopur,30237952.0,charod naveen scheme,42.54,2022-2023,27-08-2022,10-04-2023,not provided,30-06-2025,42.54,0.0,42.54,13.22525,1.61262,13.22525,1.61262,ongoing,new pws scheme,svs,97.0,0.0,ground water based,not specified,jjm-pws,pws schemes,0.0,21.27,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division ujjain,7753766.0,bangred pwss scheme 2017,152.26,2017-2018,01-01-2019,18-11-2017,30-06-2020,30-04-2020,0.0,0.0,0.0,1.54395,1.54395,0.0,0.0,financially completed,retrofit/ augmentation,svs,20.0,0.0,ground water based,not specified,nrdwp,ongoing and subsumed for retrofit & augmentation,152.26,68.517,15.226,27.0,physically completed,not provided,not specified,not provided,2018.0,23-04-2025
madhya pradesh,e.e. phed divivsion vidisha,30018502.0,bandipur ( new svs ),45.7,2021-2022,01-01-2021,11-11-2021,not provided,31-10-2024,45.7,0.0,45.7,43.73929,20.565,43.73929,20.565,ongoing,new pws scheme,svs,210.0,129.0,ground water based,not specified,jjm-pws,pws schemes,45.7,20.565,4.57,60.0,ongoing but physically not completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division parasia,30246573.0,bindrai school aganwadi jjm scheme,1.86,2020-2021,06-01-2021,17-03-2023,06-11-2024,30-11-2024,1.86,0.0,1.86,1.86,0.93,1.86,0.93,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.93,0.0,100.0,physically completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division shivpuri,8266618.0,khaniadhana school1857,36.2,2020-2021,21-12-2020,18-03-2021,09-03-2023,15-03-2023,36.2,0.0,36.2,36.2,18.1,36.2,18.1,ongoing,new pws scheme,svs,45.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,18.1,0.0,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division morena,30235896.0,sabdalpur jjm morena  pwss,16.63,2022-2023,20-10-2022,05-10-2023,not provided,31-12-2025,16.63,0.0,16.63,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,48.0,0.0,ground water based,not specified,jjm-pws,pws schemes,16.63,7.483,1.663,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division balaghat,30222492.0,maliya pwss,66.97,2022-2023,30-12-2022,13-09-2023,not provided,30-06-2025,66.97,0.0,66.97,37.23728,17.76777,37.23728,17.76777,ongoing,new pws scheme,svs,190.0,14.0,ground water based,not specified,jjm-pws,pws schemes,66.97,30.136,6.697,0.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division balaghat,8231183.0,linga (ang),21.22,2020-2021,19-01-2021,08-02-2021,31-07-2024,31-05-2025,21.22,0.0,21.22,20.53011,10.44474,20.53011,10.44474,ongoing,new pws scheme,svs,0.0,3.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,10.61,0.0,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division neemuch,8344949.0,malaheda block anganwadi,1.12,2021-2022,09-03-2021,08-04-2021,31-08-2021,31-12-2023,1.12,0.0,1.12,1.12,0.56,1.12,0.56,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.56,0.0,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division narsinghpur,8357122.0,w.s.in rural school vide aa 262,39.96,2020-2021,29-01-2021,15-04-2021,not provided,31-12-2025,39.96,0.0,39.96,39.81625,8.93335,39.81625,8.93335,ongoing,new pws scheme,svs,0.0,6.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,19.98,0.0,55.0,ongoing but physically not completed,not provided,2024.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division dindori,8350995.0,khamharia ryt (school/aganwadi),4.92,2021-2022,24-12-2020,19-04-2021,not provided,31-03-2025,4.92,0.0,4.92,4.92,0.0,4.92,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,2.46,0.0,80.0,ongoing but physically not completed,not provided,not specified,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed divivsion harda,8353419.0,kumarum school anganwadi jjm,2.38,2020-2021,23-01-2021,18-06-2021,08-01-2025,31-01-2025,2.38,0.0,2.38,1.19,1.19,1.19,1.19,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.19,0.0,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division mandsour,8126570.0,bandpipliya retrofitting scheme,49.2,2020-2021,09-07-2020,11-11-2020,31-03-2022,27-07-2023,49.2,0.0,49.2,49.2,16.43403,49.2,16.43403,ongoing,retrofit/ augmentation,svs,328.0,0.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,49.2,23.37,2.46,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division gwalior,8368215.0,middle school raai,1.72,2021-2022,21-12-2020,01-04-2021,06-03-2023,17-03-2025,1.72,0.0,1.72,1.72,0.75,1.72,0.75,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.86,0.0,100.0,physically completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8368393.0,dhamanda higher secondaryschool,1.53,2021-2022,31-03-2021,06-04-2021,not provided,31-12-2022,1.53,0.0,1.53,1.4824,0.7412,1.4824,0.7412,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.765,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division khandwa,8167611.0,mundwada pwss,70.97,2020-2021,28-07-2020,07-01-2021,24-04-2023,31-10-2023,70.97,0.0,70.97,70.97,12.11906,70.97,12.11906,ongoing,new pws scheme,svs,270.0,0.0,ground water based,not specified,jjm-pws,pws schemes,70.97,31.936,7.097,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division dhar,8354123.0,umarban 09 school and aangnwadi,54.73,2021-2022,01-03-2021,01-04-2021,not provided,05-01-2026,54.73,0.0,54.73,54.72999,27.365,54.72999,27.365,ongoing,new pws scheme,mvs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,27.365,0.0,10.0,ongoing but physically not completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division datia,8374795.0,"badanpur,school",0.735,2021-2022,23-11-2020,13-05-2021,not provided,30-11-2021,0.735,0.0,0.735,0.60156,0.3,0.60156,0.3,ongoing,new pws scheme,svs,7.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.367,0.0,25.0,ongoing but physically not completed,not provided,not specified,not provided,2022.0,23-04-2025
