State Name,Division Name,SchemeId,Scheme Name,Estimated cost (in lakhs) as per work order,Sanction Year,SLSSC/ DWSSM meeting date (dd/mm/yyyy),Work order date (dd/mm/yyyy),Physical completion date,Tentative completion date,Derived estimated cost  (in lakhs),Total_inadmissible_cost  (in lakhs),Derived estimated cost after removing inadmisible cost loaded on JJM  (in lakhs),Total expenditure (in lakhs),Total central expenditure (in lakhs),Total expenditure (in lakhs) on or after 2019-20,Total central expenditure (in lakhs) on or after 2019-20,Work not awarded/ Ongoing/ Financially completed,New scheme/ Retrofit/ Augmentation,SVS/ MVS/ Bulk Water Schemes,FHTCS planned,FHTCS provided,Ground/ Surface water/ Bulk Water Based/ Other,Un-verified status,NRDWP/ State and Others/ JJM-PWS/ JJM-Non-PWS,Type of scheme,In-village infrastructure cost (in lakhs) (After financial authentication),Central share cost (in lakhs) (After financial authentication),Community contribution (in lakhs) (After financial authentication),Physical completion progress (In percentage),Physically completed/ Ongoing but physically not completed/ Work order not issued,Last FHTC reported Month,Last FHTC reported Year,Last Expenditure reported Month,Last Expenditure reported Year,Updated On
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30247246,JAITHARI SCHOOL JJM SCHEME,1.5,2020-2021,06-01-2021,17-08-2021,,31-12-2025,1.5,0,1.5,1.5,0,1.5,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.75,0,0,Ongoing but physically not completed,,,May,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30219412,DHALA JJM SCHEME,38.13,2020-2021,12-03-2021,25-01-2022,,31-12-2025,38.13,0,38.13,38.13,17.03332,38.13,17.03332,Ongoing,New PWS scheme,SVS,329,0,Ground water based,,JJM-PWS,PWS Schemes,38.13,17.159,3.813,0,Ongoing but physically not completed,,,December,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,8353205,PS DHIMARPUR,2.91,2021-2022,12-03-2021,01-04-2021,,31-03-2022,2.91,0,2.91,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.455,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khargone,8157788,SONKHEDI_PWSS RETRO,13.08,2020-2021,24-12-2020,01-03-2021,19-05-2023,31-12-2025,13.08,0,13.08,12.37919,6.18959,12.37919,6.18959,Ongoing,retrofit/ Augmentation,MVS,71,40,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,11.08,6.263,0.554,100,Physically completed,August,2023,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Ujjain (E&M) Division,30059378,CHAKRAWADA RETROFITTING SCHEME 2021-22,108.65,2021-2022,25-03-2021,18-07-2022,01-03-2025,31-12-2025,108.65,0,108.65,96.79168,40.03948,96.79168,40.03948,Ongoing,New PWS scheme,SVS,193,193,Ground water based,,JJM-PWS,PWS Schemes,108.65,48.893,10.865,100,Physically completed,February,2025,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Rajgarh,8357733,Bamora Sukha UpperSchool,1.53,2021-2022,31-03-2021,06-04-2021,24-03-2023,31-05-2023,1.52987,0,1.52987,1.52987,0.76489,1.52987,0.76489,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.765,0,100,Physically completed,,,July,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Neemuch,8339399,PS Barkheda Gurjar,1.32,2021-2022,09-03-2021,08-04-2021,31-07-2021,15-06-2023,1.32,0,1.32,0.91026,0.65993,0.91026,0.65993,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.66,0,100,Physically completed,,,February,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Rewa (E&M) Division,8373359,KUSUDI MU. DUBGAWAN PWSS (MECH),15.76,2020-2021,01-03-2021,06-08-2021,02-02-2024,03-02-2024,15.76,0,15.76,14.1795,7.08975,14.1795,7.08975,Ongoing,New PWS scheme,SVS,59,39,Ground water based,,JJM-PWS,PWS Schemes,15.76,7.092,1.576,100,Physically completed,July,2022,November,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Guna,8216514,GONDAL PUR Retrofitting Scheme,84.6,2020-2021,12-11-2020,08-03-2021,01-10-2023,14-12-2024,84.6,0,84.6,67.60942,36.2847,67.60942,36.2847,Ongoing,retrofit/ Augmentation,SVS,279,214,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,84.6,38.07,8.46,100,Physically completed,May,2024,February,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8340962,KAMKO MOHANIYA ASHRAM,2.65,2020-2021,24-11-2020,19-04-2021,,31-12-2024,2.65,0,2.65,0.33583,0,0.33583,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.325,0,70,Ongoing but physically not completed,,,November,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Raisen,30157271,JHIRNIYA,36.2,2022-2023,09-12-2022,25-09-2023,,31-07-2025,36.2,0,36.2,32.00157,15.59558,32.00157,15.59558,Ongoing,New PWS scheme,SVS,123,0,Ground water based,,JJM-PWS,PWS Schemes,36.2,16.29,3.62,0,Ongoing but physically not completed,,,January,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30246794,HADAI 5 SCHOOL ANGANWADI JJM SCHEME,2.4,2020-2021,06-01-2021,23-07-2021,,23-10-2021,2.4,0,2.4,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.2,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SINGROULI,8389973,jaghat,5.25,2021-2022,23-02-2021,14-07-2021,10-05-2023,31-05-2023,4.07856,0,4.07856,4.07856,2.03928,4.07856,2.03928,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,2.625,0,100,Physically completed,,,October,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Gwalior,8058120,ARORA PWSS,61.97,2020-2021,31-08-2020,08-02-2021,21-01-2024,31-12-2024,61.97,0,61.97,55.30621,27.3031,55.30621,27.3031,Ongoing,retrofit/ Augmentation,SVS,158,55,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,61.97,27.886,6.197,100,Physically completed,September,2023,May,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division MAUGANJ,30250381,pidariya (govt. siksha guarantee),1.1682,2021-2022,22-08-2021,01-12-2021,,31-03-2024,1.1682,0,1.1682,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.584,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Rajgarh,30046637,UDPURIYA JJM PWSS,67.57,2021-2022,31-12-2021,02-09-2022,,31-07-2025,67.57,0,67.57,47.88069,17.65874,47.88069,17.65874,Ongoing,New PWS scheme,SVS,212,122,Ground water based,,JJM-PWS,PWS Schemes,67.57,30.406,6.757,36,Ongoing but physically not completed,December,2024,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8276173,PINDRUKHI RETROFIT (PWSS),32.13,2020-2021,23-09-2020,19-04-2021,,30-11-2024,32.13,0,32.13,18.0714,6.88249,18.0714,6.88249,Ongoing,retrofit/ Augmentation,SVS,6,26,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,32.13,15.262,1.607,85,Ongoing but physically not completed,August,2022,March,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30249207,KIRANGIPAR_PS,1.5,2020-2021,20-01-2021,23-11-2022,,,1.5,0,1.5,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.75,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Indore,7766282,BUDANIYAPANTH PWSS (ODF),99.92,2017-2018,03-03-2017,27-10-2017,31-07-2018,31-12-2020,18.79,0,18.79,77.62,43.29,18.79,9.29,Financially completed,New PWS scheme,SVS,696,682,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,100,Physically completed,December,2020,June,2020,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Tikamgarh,8233239,GPS Khajree,1.05,2020-2021,11-01-2021,13-01-2021,31-03-2021,31-07-2024,1,0,1,1,0.5,1,0.5,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.525,0,100,Physically completed,,,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Hoshangabad,7748283,ANAHAI PWSS (ODF),94.99,2017-2018,17-06-2017,24-10-2017,31-03-2022,31-03-2020,46.95914,0,46.95914,69.75,31.62881,46.95914,23.47957,Ongoing,New PWS scheme,SVS,1,46,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,100,Physically completed,July,2021,March,2020,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Shivpuri,7756988,Mada (ODF) PWSS,87.31,2017-2018,17-11-2017,10-12-2017,31-03-2020,20-01-2020,91.79993,0,91.79993,95.15013,46.44596,91.79993,46.44596,Ongoing,New PWS scheme,SVS,674,643,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,98,Physically completed,July,2021,March,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Bhind,30207393,JORI BRAHMAN NEW JJM PWSS,54.85,2022-2023,28-12-2022,14-06-2023,,31-12-2025,54.85,0,54.85,44.1723,17.08615,44.1723,17.08615,Ongoing,New PWS scheme,SVS,170,141,Ground water based,,JJM-PWS,PWS Schemes,54.85,24.683,5.485,50,Ongoing but physically not completed,March,2025,December,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Indore,8348800,SEJGARH PWSS SCHEME,92.83,2020-2021,28-01-2021,24-05-2021,31-07-2024,28-02-2026,92.83,0,92.83,49.1519,18.39462,49.1519,18.39462,Ongoing,New PWS scheme,SVS,214,214,Ground water based,,JJM-PWS,PWS Schemes,92.83,41.773,9.283,100,Physically completed,November,2022,February,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khandwa,30043529,Sunderdev pwss,92.06,2021-2022,24-12-2021,14-05-2022,,27-08-2025,92.06,0,92.06,68.5649,34.285,68.5649,34.285,Ongoing,New PWS scheme,SVS,247,247,Ground water based,,JJM-PWS,PWS Schemes,92.06,43.729,4.603,0,Ongoing but physically not completed,July,2023,December,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Ujjain,30142776,BANGRED NEW JJM PWSS SCHEME 2021-22,152.2,2021-2022,23-12-2021,04-11-2022,,31-03-2026,152.2,0,152.2,150.7899,65.39496,150.7899,65.39496,Ongoing,New PWS scheme,SVS,596,369,Ground water based,,JJM-PWS,PWS Schemes,152.2,68.49,15.22,76,Ongoing but physically not completed,March,2025,February,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Gwalior (E&M) Division,8361509,AMARPURA NEW PWSS JJM (MECHANICAL),19.97,2020-2021,18-12-2020,16-04-2021,,30-06-2025,19.97,0,19.97,12.469,2.7677,12.469,2.7677,Ongoing,New PWS scheme,SVS,51,7,Ground water based,,JJM-PWS,PWS Schemes,19.97,8.986,1.997,27,Ongoing but physically not completed,December,2021,December,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division NARSINGHPUR,7814566,HARIJANTOLA anshdaan scheme,15.67,2018-2019,12-06-2018,19-04-2018,31-03-2019,25-09-2024,2.2548,0,2.2548,5.59334,1.1274,2.2548,1.1274,Ongoing,New PWS scheme,SVS,115,133,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,100,Physically completed,November,2020,January,2020,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Shivpuri,30235714,amarpur devra  pwss new,102.58,2022-2023,29-08-2022,15-09-2023,,31-12-2025,102.58,0,102.58,39.21526,19.36284,39.21526,19.36284,Ongoing,New PWS scheme,SVS,423,287,Ground water based,,JJM-PWS,PWS Schemes,102.58,46.161,10.258,0,Ongoing but physically not completed,September,2024,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30235173,KHIRSAHDOH KANHA BHAISA ANGANWADI,2.04,2022-2023,16-01-2023,17-03-2023,,17-06-2023,2.04,0,2.04,0,0,0,0,Ongoing,New PWS scheme,SVS,1,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.02,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30249909,JAMLAPANI_PS,2.02,2020-2021,25-01-2021,27-12-2022,18-11-2024,19-11-2024,2.02,0,2.02,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.01,0,100,Physically completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Ujjain,30011850,AMLAWADA BIKA SCHOOL ANGANWADI SCHEME,4.6,2021-2022,21-12-2020,10-05-2021,12-02-2024,31-12-2025,4.6,0,4.6,2.2501,0.438,2.2501,0.438,Ongoing,New PWS scheme,SVS,1,11,Ground water based,,JJM-PWS,PWS Schemes,0,2.3,0,100,Physically completed,August,2024,September,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Shivpuri,30018179,Aspur PWSS(Retrofitting),93.93,2021-2022,19-08-2021,15-02-2022,,30-11-2023,93.93,0,93.93,89.23349,44.6166,89.23349,44.6166,Ongoing,retrofit/ Augmentation,SVS,259,506,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,93.93,42.269,9.393,0,Ongoing but physically not completed,December,2022,October,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Morena,30266059,Gepra jjm pahadgarh pwss,10.16,2022-2023,20-10-2022,21-09-2023,,,10.16,0,10.16,0,0,0,0,Ongoing,New PWS scheme,SVS,163,0,Ground water based,,JJM-PWS,PWS Schemes,0,5.08,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8342889,Dhangaon Mal (School/Aganwadi),5.34,2021-2022,24-12-2020,19-04-2021,,31-12-2024,5.34,0,5.34,4.55142,2.15021,4.55142,2.15021,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,2.67,0,80,Ongoing but physically not completed,,,July,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Guna,8335478,"NEB , SCHOOL AND ANGANWADI SCHEME",9.75,2020-2021,21-12-2020,25-01-2021,14-04-2023,31-07-2024,9.75,0,9.75,3.03983,1.51991,3.03983,1.51991,Ongoing,New PWS scheme,SVS,182,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,4.875,0,100,Physically completed,,,May,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division BALAGHAT,30219395,DONGARGAON PWSS,41.37,2022-2023,30-12-2022,06-09-2023,,30-06-2025,41.37,0,41.37,27.09867,11.63986,27.09867,11.63986,Ongoing,New PWS scheme,SVS,146,126,Ground water based,,JJM-PWS,PWS Schemes,41.37,18.616,4.137,0,Ongoing but physically not completed,March,2025,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Morena,8332481,GOVT PS EGS BALRAM KA PURA,1.5,2021-2022,21-12-2020,28-05-2021,,31-07-2021,1.5,0,1.5,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.75,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Guna,8333045,UKAWAT SCHOOL AND ANGANWADI,2.84,2020-2021,21-12-2020,25-01-2021,13-11-2024,30-11-2024,2.84,0,2.84,1.32155,1.07111,1.32155,1.07111,Ongoing,New PWS scheme,SVS,531,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.42,0,100,Physically completed,,,January,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khargone,30056281,REHTIYAWADI_PWSS,108.78,2022-2023,24-05-2022,30-07-2022,,31-12-2025,108.78,0,108.78,101.62505,48.85285,101.62505,48.85285,Ongoing,New PWS scheme,SVS,253,253,Ground water based,,JJM-PWS,PWS Schemes,108.78,51.671,5.439,95,Ongoing but physically not completed,February,2025,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Panna,8126038,SALEHA RETROFITING,162.81,2020-2021,10-07-2020,01-11-2020,,31-03-2025,162.81,0,162.81,105.1865,64.17231,105.1865,64.17231,Ongoing,retrofit/ Augmentation,SVS,385,286,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,162.81,73.264,16.281,80,Ongoing but physically not completed,October,2024,August,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30247221,SONAPIPARI SCHOOL AANGANWADI JJM SCHEME,1.5,2020-2021,06-01-2021,17-08-2021,,17-11-2021,1.5,0,1.5,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.75,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khandwa,8129373,Karoli PWSS,43.08,2020-2021,17-09-2020,24-11-2020,24-04-2023,19-03-2025,43.08,0,43.08,31.94772,16.11728,31.94772,16.11728,Ongoing,retrofit/ Augmentation,MVS,117,13,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,43.08,19.386,4.308,100,Physically completed,October,2021,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division BALAGHAT,8212158,"karonda bahera (ang, sch)",4.59,2020-2021,19-01-2021,08-02-2021,23-07-2024,24-07-2024,4.59,0,4.59,4.45824,2.28,4.45824,2.28,Ongoing,New PWS scheme,SVS,3,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,2.295,0,100,Physically completed,,,October,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30080300,KUDDAM_JJM,52.03,2020-2021,27-05-2021,18-11-2021,16-08-2024,30-04-2025,52.03,0,52.03,48.98073,23.39027,48.98073,23.39027,Ongoing,retrofit/ Augmentation,SVS,25,0,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,52.03,23.413,5.203,100,Physically completed,,,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Bhopal,8321283,LALPURA SCHOOL,2.34,2020-2021,30-12-2020,18-06-2021,27-08-2024,31-12-2024,2.34,0,2.34,2.34,1.17,2.34,1.17,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.17,0,100,Physically completed,,,September,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division JABALPUR,30020781,LAMKANA RETRO,53.265,2020-2021,12-08-2021,01-02-2022,,31-12-2024,53.265,0,53.265,18.96895,9.48448,18.96895,9.48448,Ongoing,retrofit/ Augmentation,SVS,119,82,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,53.265,23.969,5.327,50,Ongoing but physically not completed,September,2023,May,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division ANUPPUR,30224496,ANJANI PWSS,50.55,2022-2023,28-12-2022,06-10-2023,,31-07-2025,50.55,0,50.55,15.33156,7.66578,15.33156,7.66578,Ongoing,New PWS scheme,SVS,181,81,Ground water based,,JJM-PWS,PWS Schemes,50.55,22.747,5.055,30,Ongoing but physically not completed,March,2025,December,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30233152,JAWAHARGAON JJM RETRO SCHEME,40.59,2022-2023,27-02-2023,08-09-2023,,31-12-2024,40.59,0,40.59,36.532,18.266,36.532,18.266,Ongoing,retrofit/ Augmentation,SVS,75,1,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,40.59,18.266,4.059,0,Ongoing but physically not completed,October,2024,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Morena,30138757,MADHOPURA JJM KAILARAS PWSS,92.5198,2022-2023,13-07-2021,15-02-2022,,31-12-2025,92.5198,0,92.5198,78.59847,26.60179,78.59847,26.60179,Ongoing,New PWS scheme,SVS,218,208,Ground water based,,JJM-PWS,PWS Schemes,92.52,41.634,9.252,0,Ongoing but physically not completed,October,2024,February,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30246371,BHARDI SCHOOL JJM SCHEME,2.11,2020-2021,06-01-2021,17-06-2021,06-11-2024,30-11-2024,2.11,0,2.11,2.11,1.055,2.11,1.055,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.055,0,100,Physically completed,,,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Raisen,30237715,SAMNAPURKACCHI PWSS,87.75,2022-2023,06-09-2022,04-09-2023,,30-04-2025,87.75,0,87.75,61.72279,26.69948,61.72279,26.69948,Ongoing,New PWS scheme,SVS,300,222,Ground water based,,JJM-PWS,PWS Schemes,87.75,39.487,8.775,20,Ongoing but physically not completed,November,2024,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Neemuch,8352776,PS Dungriya,1.17,2021-2022,09-03-2021,01-04-2021,,31-03-2023,1.17,0,1.17,1.17,0.585,1.17,0.585,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.585,0,100,Ongoing but physically not completed,,,February,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division NARSINGHPUR,8166768,SUATALA PWSS,16.79,2020-2021,29-09-2020,13-01-2021,,31-12-2025,16.79,0,16.79,15.96406,6.89776,15.96406,6.89776,Ongoing,retrofit/ Augmentation,SVS,122,4,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,16.79,7.555,1.679,10,Ongoing but physically not completed,June,2023,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30247201,MOTHAR SCHOOL ANGANWADI JJM SCHEME,1.5,2020-2021,06-01-2021,17-08-2021,,17-11-2021,1.5,0,1.5,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.75,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division MANDLA,7757778,KUDAMALY (ODF) PWSS,84.28,2017-2018,15-02-2017,21-01-2018,,30-11-2024,68.53334,0,68.53334,73.53334,46.76667,68.53334,46.76667,Ongoing,New PWS scheme,SVS,284,261,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,85,Ongoing but physically not completed,June,2022,December,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Dhar,30053164,Badnawar 15 School and aangnwadi,54.82,2022-2023,03-03-2021,01-03-2022,14-08-2024,27-06-2025,54.82,0,54.82,54.82,27.41,54.82,27.41,Ongoing,New PWS scheme,MVS,0,26,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,27.41,0,100,Physically completed,May,2024,July,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
