State Name,Division Name,SchemeId,Scheme Name,Estimated cost (in lakhs) as per work order,Sanction Year,SLSSC/ DWSSM meeting date (dd/mm/yyyy),Work order date (dd/mm/yyyy),Physical completion date,Tentative completion date,Derived estimated cost  (in lakhs),Total_inadmissible_cost  (in lakhs),Derived estimated cost after removing inadmisible cost loaded on JJM  (in lakhs),Total expenditure (in lakhs),Total central expenditure (in lakhs),Total expenditure (in lakhs) on or after 2019-20,Total central expenditure (in lakhs) on or after 2019-20,Work not awarded/ Ongoing/ Financially completed,New scheme/ Retrofit/ Augmentation,SVS/ MVS/ Bulk Water Schemes,FHTCS planned,FHTCS provided,Ground/ Surface water/ Bulk Water Based/ Other,Un-verified status,NRDWP/ State and Others/ JJM-PWS/ JJM-Non-PWS,Type of scheme,In-village infrastructure cost (in lakhs) (After financial authentication),Central share cost (in lakhs) (After financial authentication),Community contribution (in lakhs) (After financial authentication),Physical completion progress (In percentage),Physically completed/ Ongoing but physically not completed/ Work order not issued,Last FHTC reported Month,Last FHTC reported Year,Last Expenditure reported Month,Last Expenditure reported Year,Updated On
Madhya Pradesh,E.E. PHED Division NARSINGHPUR,8126727,"KARHAIYA, KHAIRI, SALAIYA",88.97,2020-2021,01-01-2020,14-09-2020,07-08-2024,30-12-2024,88.97,0,88.97,86.96905,44.39181,86.96905,44.39181,Ongoing,New PWS scheme,MVS,227,227,Ground water based,,JJM-PWS,PWS Schemes,88.97,40.036,8.897,100,Physically completed,July,2022,January,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Bhind,30210889,SAIPURA NEW JJM PWSS,73.08,2022-2023,28-12-2022,22-09-2023,,30-06-2025,73.08,0,73.08,33.697,7.815,33.697,7.815,Ongoing,New PWS scheme,SVS,187,0,Ground water based,,JJM-PWS,PWS Schemes,73.08,32.886,7.308,45,Ongoing but physically not completed,,,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Harda,8208753,amasel retro,49.98,2020-2021,16-09-2020,20-09-2020,,30-09-2023,49.98,0,49.98,42.22,21.11,42.22,21.11,Ongoing,retrofit/ Augmentation,SVS,374,374,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,49.98,22.491,4.998,54,Ongoing but physically not completed,September,2022,December,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sheopur,8325555,BANWADA M.S,0.88,2021-2022,22-02-2021,19-06-2021,,30-09-2021,0.88,0,0.88,0.87,0.44,0.87,0.44,Ongoing,New PWS scheme,SVS,2,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.44,0,25,Ongoing but physically not completed,,,September,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division BALAGHAT,7751241,KUMHALI (ODF) PWSS,103.96,2017-2018,15-03-2020,12-11-2017,31-10-2020,31-03-2021,99.76597,0,99.76597,102.04597,32.24366,99.76597,31.10366,Financially completed,retrofit/ Augmentation,MVS,65,480,Ground water based,,NRDWP,Ongoing and subsumed for Retrofit & Augmentation,103.96,46.782,10.396,100,Physically completed,December,2020,March,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Dewas,8157443,BABAI RETRO PWSS,136.95,2020-2021,08-07-2020,15-12-2020,30-04-2022,31-12-2024,136.95,0,136.95,131.20127,50.08084,131.20127,50.08084,Ongoing,retrofit/ Augmentation,SVS,417,314,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,136.95,61.627,13.695,100,Physically completed,November,2021,November,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Tikamgarh,8238597,UEGS Kamalnagar,1.05,2020-2021,11-01-2021,01-02-2021,,31-03-2022,1.05,0,1.05,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.525,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Gwalior,8365681,Anganwadi kendra gowai,1.66,2021-2022,21-12-2020,01-04-2021,03-03-2023,11-03-2023,1.56,0,1.56,1.56,0.78,1.56,0.78,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.83,0,100,Physically completed,,,March,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Datia,8375205,"suketa,aganwadi",1.2,2021-2022,23-11-2020,13-05-2021,,30-03-2024,1.2,0,1.2,1.2,0.25,1.2,0.25,Ongoing,New PWS scheme,SVS,2,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.6,0,25,Ongoing but physically not completed,,,November,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division BALAGHAT,8341611,Khursipar (ANGANWADI SCHOOL),3.8,2020-2021,19-01-2021,16-02-2021,02-08-2024,03-08-2024,3.8,0,3.8,2.99998,0.99999,2.99998,0.99999,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.9,0,100,Physically completed,,,March,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Ujjain,8214853,GAJNIKHEDI RETROFITTING SCHEME,25.85,2020-2021,17-02-2020,27-01-2021,15-05-2023,31-12-2025,25.85,0,25.85,14.71166,8.18433,14.71166,8.18433,Ongoing,New PWS scheme,SVS,64,0,Ground water based,,JJM-PWS,PWS Schemes,25.85,11.633,2.585,100,Physically completed,,,February,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Neemuch,7751765,SAKARIYAKHEDI PWSS (ODF),71.31,2017-2018,12-06-2018,04-04-2018,31-03-2019,31-12-2020,33.76,0,33.76,57.09,22.65,33.76,16.88,Financially completed,New PWS scheme,SVS,320,375,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,100,Physically completed,January,2021,March,2020,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Dewas,30236397,DURGAPURA PWSS 2022,42.89,2022-2023,01-03-2023,07-06-2023,11-06-2024,31-03-2025,42.89,0,42.89,38.74717,16.87359,38.74717,16.87359,Ongoing,New PWS scheme,SVS,140,91,Ground water based,,JJM-PWS,PWS Schemes,42.89,19.3,4.289,100,Physically completed,June,2024,December,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SINGROULI,8382856,parsohar,14.55,2021-2022,23-02-2021,16-06-2021,10-05-2023,31-05-2023,11.93714,0,11.93714,11.93714,5.96857,11.93714,5.96857,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,7.275,0,100,Physically completed,,,December,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Gwalior,8337844,primary school gijorra,1.72,2021-2022,21-12-2020,01-04-2021,,31-07-2021,1.72,0,1.72,1.72,0.86,1.72,0.86,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.86,0,0,Ongoing but physically not completed,,,May,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division BALAGHAT,30219649,BELGAON PWSS,80.87,2022-2023,30-12-2022,05-02-2024,,30-06-2025,80.87,0,80.87,45.77922,10.18163,45.77922,10.18163,Ongoing,New PWS scheme,SVS,306,257,Ground water based,,JJM-PWS,PWS Schemes,80.87,36.392,8.087,0,Ongoing but physically not completed,March,2025,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Gwalior (E&M) Division,8361236,SHAH PIPARIYA new scheme mech,10.15,2020-2021,10-02-2021,02-03-2021,29-05-2023,31-08-2024,10.15,0,10.15,9.03118,4.51559,9.03118,4.51559,Ongoing,New PWS scheme,SVS,20,11,Ground water based,,JJM-PWS,PWS Schemes,10.15,4.567,1.015,100,Physically completed,July,2022,March,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Tikamgarh,30232578,pwss murraha baba,94.91,2022-2023,15-02-2023,26-09-2023,,30-06-2025,94.91,0,94.91,19.57954,9.02274,19.57954,9.02274,Ongoing,New PWS scheme,SVS,289,283,Ground water based,,JJM-PWS,PWS Schemes,94.91,42.709,9.491,30,Ongoing but physically not completed,March,2025,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Tikamgarh,8232165,Aangawadi Italy,1.01,2020-2021,11-01-2021,13-01-2021,,31-03-2022,1.01,0,1.01,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.505,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sheopur,8325513,BENIPURA ANGANWADI,0.91,2021-2022,22-02-2021,05-05-2021,,30-09-2021,0.91,0,0.91,0.9,0.455,0.9,0.455,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.455,0,25,Ongoing but physically not completed,,,September,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Hoshangabad,30127638,New PWSS Luchgaon,64.16,2021-2022,05-10-2021,13-12-2022,15-09-2024,31-03-2025,64.16,0,64.16,58.89266,28.56747,58.89266,28.56747,Ongoing,New PWS scheme,SVS,191,180,Ground water based,,JJM-PWS,PWS Schemes,64.16,28.872,6.416,100,Physically completed,February,2025,February,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Harda,8337632,Amba school Anganwadi jjm,1.19,2020-2021,20-11-2020,18-06-2021,08-01-2025,31-01-2025,1.19,0,1.19,0.38,0.19,0.38,0.19,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.595,0,100,Physically completed,,,October,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Neemuch,8357082,Acalpura Anganwadi,1.12,2021-2022,09-03-2021,08-04-2021,31-08-2021,31-12-2023,1.12,0,1.12,1.12,0.56,1.12,0.56,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.56,0,100,Physically completed,,,June,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Raisen,30225629,Sarra Pwss,69.05,2021-2022,14-03-2022,18-11-2022,,31-03-2025,69.05,0,69.05,60.25,30.25,60.25,30.25,Ongoing,New PWS scheme,SVS,273,117,Ground water based,,JJM-PWS,PWS Schemes,69.05,31.072,6.905,65,Ongoing but physically not completed,December,2024,June,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,EE PHED BURHANPUR,30051353,PIPALPANI SCH AND AGN,2.88,2021-2022,10-06-2021,11-08-2021,02-09-2023,30-09-2023,2.88,0,2.88,1.22974,0.61487,1.22974,0.61487,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.44,0,100,Physically completed,,,February,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SEONI,30233729,Nagtoriya Ryt_Retrofitting_Scheme,34.76,2021-2022,15-02-2022,28-08-2023,,30-09-2025,34.76,0,34.76,13.64259,6.40736,13.64259,6.40736,Ongoing,New PWS scheme,SVS,66,0,Ground water based,,JJM-PWS,PWS Schemes,34.76,15.642,3.476,0,Ongoing but physically not completed,,,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Jabalpur (E&M) Division,8354867,PIPARIYA RYT PWSS SCHEME 2020_21 MECH,17.2032,2020-2021,30-12-2020,24-03-2021,,30-04-2025,17.2032,0,17.2032,13.24716,3.38186,13.24716,3.38186,Ongoing,New PWS scheme,SVS,24,25,Ground water based,,JJM-PWS,PWS Schemes,0,8.601,0,50,Ongoing but physically not completed,September,2022,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Datia,30223229,BIJANPURA NEW PWSS,91.01,2022-2023,01-09-2022,08-05-2023,,20-02-2025,91.01,0,91.01,40.61598,23.93573,40.61598,23.93573,Ongoing,New PWS scheme,SVS,220,166,Ground water based,,JJM-PWS,PWS Schemes,91.01,40.955,9.101,0,Ongoing but physically not completed,February,2024,September,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,8373267,Chandrapura ps,1.11,2021-2022,12-03-2021,01-04-2021,03-02-2024,14-02-2024,0.9,0,0.9,0.9,0.45,0.9,0.45,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.555,0,100,Physically completed,,,October,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division KATNI,30234565,DIYAGARH PWSS SCHEME,43.69,2022-2023,27-01-2023,22-02-2024,,31-03-2025,43.69,0,43.69,5.18007,0,5.18007,0,Ongoing,New PWS scheme,SVS,116,0,Ground water based,,JJM-PWS,PWS Schemes,43.69,20.753,2.184,0,Ongoing but physically not completed,,,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Gwalior,8379395,PRIMARY SCHOOL GADHI,1.72,2021-2022,22-12-2020,01-04-2021,09-03-2023,10-03-2023,1.72,0,1.72,1.72,0.86,1.72,0.86,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.86,0,100,Physically completed,,,March,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SATNA,8357127,607 (school block unchehara),39,2021-2022,03-02-2021,06-07-2021,,31-12-2022,39,0,39,21.57962,10.78981,21.57962,10.78981,Ongoing,New PWS scheme,MVS,20,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,19.5,0,0,Ongoing but physically not completed,,,September,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sagar,7752392,KHARGORANI (ODF) PWSS,70.18,2017-2018,12-06-2018,15-08-2018,31-12-2019,31-08-2024,58.42839,0,58.42839,64.92839,16.70237,58.42839,15.70237,Ongoing,New PWS scheme,SVS,262,87,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,100,Physically completed,August,2024,July,2020,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30233191,KEDARPUR KALA_JJM,15.38,2021-2022,27-05-2021,08-11-2022,,31-12-2024,15.38,0,15.38,13.2826,6.6413,13.2826,6.6413,Ongoing,retrofit/ Augmentation,SVS,65,0,Ground water based,,State and Others,State & Other completed and subsumed for Retrofit & Augmentation,15.38,6.921,1.538,0,Ongoing but physically not completed,,,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division NARSINGHPUR,8138348,PALA PWSS,10.47,2020-2021,22-07-2020,20-10-2020,27-05-2024,30-08-2024,10.47,0,10.47,8.22514,4.712,8.22514,4.712,Ongoing,retrofit/ Augmentation,SVS,30,0,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,10.47,4.712,1.047,100,Physically completed,,,May,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SINGROULI,30251637,PARAI,68.33,2020-2021,25-03-2021,25-02-2022,,31-07-2025,68.33,0,68.33,40.07887,20.5387,40.07887,20.5387,Ongoing,retrofit/ Augmentation,SVS,170,0,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,0,34.165,0,85,Ongoing but physically not completed,,,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Sehore,7748090,DHABLA RAI PWSS (ODF),2.7,2017-2018,25-03-2017,01-04-2017,31-01-2020,31-03-2019,2.8,0,2.8,5.6,0,2.8,0,Financially completed,New PWS scheme,SVS,128,0,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,100,Physically completed,,,January,2020,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Ujjain,8190940,DUBLI PWSS SCHEME,83.31,2020-2021,17-02-2020,17-12-2020,02-02-2024,31-12-2025,83.31,0,83.31,59.8764,39.9096,59.8764,39.9096,Ongoing,New PWS scheme,SVS,309,15,Ground water based,,JJM-PWS,PWS Schemes,83.31,37.489,8.331,100,Physically completed,August,2022,September,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30236442,CHARGAON JJM SCHEME,37.31,2023-2024,20-04-2023,10-01-2024,,31-07-2025,37.31,0,37.31,33.5794,16.7897,33.5794,16.7897,Ongoing,New PWS scheme,SVS,96,40,Ground water based,,JJM-PWS,PWS Schemes,37.31,16.79,3.731,0,Ongoing but physically not completed,March,2025,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SHAHDOL,7744697,RIMAR  (ODF) PWSS,103.235,2017-2018,17-11-2017,11-09-2018,30-06-2020,05-09-2024,95.93699,0,95.93699,100.86549,88.58073,95.93699,83.9715,Ongoing,New PWS scheme,SVS,426,438,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,100,Physically completed,November,2021,July,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Dewas,30236159,UDAYPURA PWSS 2022,26.35,2022-2023,05-09-2022,21-08-2023,,31-03-2025,26.35,0,26.35,26.35,12.14868,26.35,12.14868,Ongoing,New PWS scheme,SVS,82,50,Ground water based,,JJM-PWS,PWS Schemes,26.35,11.858,2.635,5,Ongoing but physically not completed,March,2025,November,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sheopur,8307831,SILPURI HARIJAN BASTI,0.91,2020-2021,22-02-2021,18-03-2021,31-08-2021,30-06-2021,0.91,0,0.91,0.9,0.45,0.9,0.45,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.455,0,39,Physically completed,,,August,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khandwa,30234430,Water supply in school & anganwadi in village dait (AA.No. 408 dt. 03/12/2021),2.971,2020-2021,08-09-2020,25-12-2021,19-06-2024,30-06-2024,2.971,0,2.971,0,0,0,0,Ongoing,New PWS scheme,SVS,2,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.486,0,100,Physically completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Ujjain,8289805,GHINODA RETROFITTING SCHEME,176.8,2021-2022,02-02-2021,09-04-2021,27-02-2025,31-12-2025,176.8,0,176.8,163.64727,81.26465,163.64727,81.26465,Ongoing,New PWS scheme,SVS,299,337,Ground water based,,JJM-PWS,PWS Schemes,176.8,79.56,17.68,100,Physically completed,August,2024,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Betul,30157479,HIRAWADI JJM,25.27,2022-2023,04-01-2023,14-07-2023,22-04-2025,30-04-2025,25.27,0,25.27,10.29662,5.14381,10.29662,5.14381,Ongoing,New PWS scheme,SVS,59,37,Bulk water based,,JJM-PWS,PWS Schemes,25.27,11.371,2.527,100,Physically completed,April,2025,September,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Guna,8335763,SINGHADI School / Anganwadi Scheme,6.72,2020-2021,21-12-2020,25-01-2021,02-06-2023,31-08-2023,6.72,0,6.72,2.54218,1.28487,2.54218,1.28487,Ongoing,New PWS scheme,MVS,110,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,3.36,0,100,Physically completed,,,August,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Ratlam,8317466,Luhari Retrofitting PWSS 2021 22,63.65,2020-2021,21-12-2020,22-06-2021,23-01-2024,31-01-2024,63.65,0,63.65,52.13639,26.0682,52.13639,26.0682,Ongoing,retrofit/ Augmentation,MVS,108,108,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,63.65,28.642,6.365,100,Physically completed,February,2022,May,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30244789,SAHAPURI_PS,4.51,2022-2023,02-03-2023,03-08-2023,,30-11-2023,4.51,0,4.51,4.51,2.255,4.51,2.255,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,2.255,0,0,Ongoing but physically not completed,,,October,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Harda,30156875,Dugaliya JJM New,21.21,2022-2023,04-01-2023,06-09-2023,,31-12-2024,21.21,0,21.21,11.88773,5.94386,11.88773,5.94386,Ongoing,New PWS scheme,SVS,82,0,Ground water based,,JJM-PWS,PWS Schemes,21.21,10.075,1.06,0,Ongoing but physically not completed,,,December,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Ashok Nagar,8222642,kachnar RETROFITTING,83.02,2020-2021,10-09-2020,19-01-2021,28-04-2023,31-12-2024,83.02,0,83.02,72.79565,37.35277,72.79565,37.35277,Ongoing,retrofit/ Augmentation,SVS,412,158,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,83.02,37.359,8.302,100,Physically completed,November,2022,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division REWA,8190336,MAGURHAI (RETROFIT) PWSS,35.6,2020-2021,16-07-2020,28-01-2021,,31-12-2025,35.6,0,35.6,20.03669,10.01837,20.03669,10.01837,Ongoing,retrofit/ Augmentation,SVS,93,23,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,35.6,16.02,3.56,65,Ongoing but physically not completed,May,2022,March,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Vidisha,8218963,MOTIGARH NEW,30.05,2020-2021,28-10-2020,24-02-2021,,31-10-2024,30.05,0,30.05,26.77775,13.33888,26.77775,13.33888,Ongoing,New PWS scheme,SVS,69,28,Ground water based,,JJM-PWS,PWS Schemes,30.05,13.523,3.005,55,Ongoing but physically not completed,January,2023,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division ANUPPUR,30234104,DALDALI PWSS,18.4,2022-2023,27-02-2023,21-06-2023,,30-09-2025,18.4,0,18.4,15.73205,6.4581,15.73205,6.4581,Ongoing,New PWS scheme,SVS,49,24,Ground water based,,JJM-PWS,PWS Schemes,18.4,8.28,1.84,30,Ongoing but physically not completed,September,2024,February,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Raisen,30157370,HATNAPUR,33.3,2022-2023,09-12-2022,29-05-2023,,30-04-2025,33.3,0,33.3,30,6.5,30,6.5,Ongoing,New PWS scheme,SVS,106,49,Ground water based,,JJM-PWS,PWS Schemes,33.3,14.985,3.33,0,Ongoing but physically not completed,December,2024,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Betul,8015901,"TANGNA MAL	 JJM",73,2020-2021,06-07-2020,16-07-2020,22-02-2024,31-07-2024,73,0,73,62.87345,43.37292,62.87345,43.37292,Ongoing,New PWS scheme,SVS,290,258,Ground water based,,JJM-PWS,PWS Schemes,73,32.85,7.3,100,Physically completed,July,2024,September,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Harda,30245750,Sub Health Center JJM Kheda,4,2023-2024,08-05-2023,13-12-2023,,31-12-2024,4,0,4,1.75857,0.87928,1.75857,0.87928,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,2,0,0,Ongoing but physically not completed,,,September,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Rajgarh,30054099,shahwajpura ps,1.53,2021-2022,31-12-2021,09-09-2022,,30-08-2022,1.53,0,1.53,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.765,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Gwalior,30038670, BAJANA  NEW JJM PWSS,121.41,2021-2022,14-06-2021,23-08-2022,07-09-2024,31-12-2025,121.41,0,121.41,120.28603,47.13081,120.28603,47.13081,Ongoing,New PWS scheme,SVS,5,327,Ground water based,,JJM-PWS,PWS Schemes,121.41,54.634,12.141,100,Physically completed,August,2024,February,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
